Date,Open,High,Low,Close,Adj Close,Volume
2017-05-12,165000.0,171500.0,157000.0,162000.0,161683.90625,6368916
2017-05-15,159000.0,165500.0,158000.0,160000.0,159687.8125,1504154
2017-05-16,161500.0,162500.0,156000.0,156000.0,155695.609375,1146762
2017-05-17,153000.0,154500.0,142000.0,144000.0,143719.03125,2006418
2017-05-18,144000.0,149500.0,142000.0,148000.0,147711.21875,1587826
2017-05-19,147500.0,149500.0,143500.0,143500.0,143220.0,680357
2017-05-22,143000.0,143500.0,138000.0,140000.0,139726.828125,1133489
2017-05-23,141000.0,144000.0,139000.0,143500.0,143220.0,634619
2017-05-24,145000.0,146000.0,143500.0,145000.0,144717.078125,473540
2017-05-25,145500.0,146000.0,141000.0,144000.0,143719.03125,492961
2017-05-26,143500.0,143500.0,139500.0,142000.0,141722.921875,791714
2017-05-29,142000.0,147000.0,140500.0,147000.0,146713.171875,675099
2017-05-30,147000.0,149500.0,146500.0,149500.0,149208.296875,576607
2017-05-31,150000.0,152000.0,148500.0,152000.0,151703.421875,1989706
2017-06-01,152000.0,155000.0,150000.0,151500.0,151204.390625,405486
2017-06-02,152500.0,160000.0,152500.0,158500.0,158190.734375,1005171
2017-06-05,159000.0,161000.0,158000.0,161000.0,160685.859375,578458
2017-06-07,160000.0,161000.0,155000.0,160500.0,160186.828125,639485
2017-06-08,161000.0,161000.0,152500.0,153500.0,153200.484375,1255870
2017-06-09,153000.0,153000.0,147000.0,149000.0,148709.265625,822530
2017-06-12,143000.0,146000.0,141000.0,141500.0,141223.90625,1361725
2017-06-13,142000.0,145500.0,141500.0,145500.0,145216.09375,518659
2017-06-14,146000.0,146500.0,143000.0,143000.0,142720.96875,284894
2017-06-15,144000.0,149000.0,143500.0,147500.0,147212.203125,515357
2017-06-16,149500.0,154000.0,149000.0,152000.0,151703.421875,665089
2017-06-19,151500.0,152000.0,146500.0,150500.0,150206.34375,420046
2017-06-20,149500.0,153500.0,147000.0,153500.0,153200.484375,439121
2017-06-21,154000.0,155000.0,150000.0,153000.0,152701.46875,320623
2017-06-22,152000.0,154500.0,151000.0,151500.0,151204.390625,274429
2017-06-23,153000.0,155000.0,152500.0,153500.0,153200.484375,262224
2017-06-26,154000.0,155500.0,151500.0,152500.0,152202.4375,256090
2017-06-27,152000.0,153500.0,148000.0,150000.0,149707.3125,246479
2017-06-28,150500.0,152500.0,149000.0,149000.0,148709.265625,177019
2017-06-29,149500.0,155000.0,149500.0,155000.0,154697.5625,305111
2017-06-30,154000.0,156500.0,153500.0,155000.0,154697.5625,207954
2017-07-03,155000.0,156000.0,152000.0,152500.0,152202.4375,177684
2017-07-04,153000.0,154000.0,151500.0,152500.0,152202.4375,125481
2017-07-05,152500.0,152500.0,149000.0,149500.0,149208.296875,173393
2017-07-06,149500.0,151000.0,147500.0,148000.0,147711.21875,165756
2017-07-07,149500.0,156000.0,149000.0,155000.0,154697.5625,452333
2017-07-10,154500.0,154500.0,150500.0,151000.0,150705.359375,151964
2017-07-11,151000.0,152000.0,148500.0,148500.0,148210.25,190487
2017-07-12,149000.0,150500.0,144500.0,145000.0,144717.078125,340497
2017-07-13,146500.0,147000.0,144500.0,145000.0,144717.078125,209308
2017-07-14,146000.0,147000.0,144500.0,145500.0,145216.09375,148846
